transformation_code,variable,variable_field
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_lime_and_carbonite_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_lime_and_carbonite_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_lime_and_carbonite_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_metals_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_metals_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_metals_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_metals_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_metals_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_metals_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Hydrogen,frac_inen_energy_metals_hydrogen
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_metals_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_metals_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solar,frac_inen_energy_metals_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_metals_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_mining_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_mining_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_mining_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_mining_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_mining_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_mining_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_other_product_manufacturing_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_other_product_manufacturing_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_other_product_manufacturing_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_other_product_manufacturing_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_other_product_manufacturing_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_other_product_manufacturing_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_other_product_manufacturing_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_other_product_manufacturing_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solar,frac_inen_energy_other_product_manufacturing_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_other_product_manufacturing_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_paper_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_paper_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_paper_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_paper_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_paper_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_paper_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Hydrogen,frac_inen_energy_paper_hydrogen
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_paper_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_paper_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solar,frac_inen_energy_paper_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_paper_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_plastic_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_plastic_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_plastic_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_plastic_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_plastic_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_plastic_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_plastic_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_plastic_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solar,frac_inen_energy_plastic_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_plastic_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_glass_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_glass_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_glass_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_glass_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_glass_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_glass_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_glass_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_glass_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_glass_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_metals_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_metals_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_metals_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_metals_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_metals_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_metals_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_metals_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_metals_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solar,frac_inen_energy_recycled_metals_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_metals_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_paper_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_paper_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_paper_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_paper_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_paper_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_paper_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_paper_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_paper_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solar,frac_inen_energy_recycled_paper_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_paper_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_plastic_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_plastic_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_plastic_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_plastic_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_plastic_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_plastic_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_plastic_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_plastic_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solar,frac_inen_energy_recycled_plastic_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_plastic_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_rubber_and_leather_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_rubber_and_leather_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_rubber_and_leather_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_rubber_and_leather_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_rubber_and_leather_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_rubber_and_leather_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_rubber_and_leather_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_rubber_and_leather_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solar,frac_inen_energy_recycled_rubber_and_leather_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_rubber_and_leather_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_textiles_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_textiles_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_textiles_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_textiles_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_textiles_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_textiles_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_textiles_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_textiles_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solar,frac_inen_energy_recycled_textiles_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_textiles_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_wood_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_wood_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_wood_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_wood_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_wood_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_wood_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_wood_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_wood_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_wood_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_rubber_and_leather_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_rubber_and_leather_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_rubber_and_leather_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_rubber_and_leather_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_rubber_and_leather_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_rubber_and_leather_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_rubber_and_leather_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_rubber_and_leather_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solar,frac_inen_energy_rubber_and_leather_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_rubber_and_leather_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_textiles_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_textiles_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_textiles_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_textiles_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_textiles_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_textiles_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_textiles_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_textiles_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solar,frac_inen_energy_textiles_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_textiles_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coal,frac_inen_energy_wood_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Coke,frac_inen_energy_wood_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_wood_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_wood_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_wood_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_wood_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_wood_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Oil,frac_inen_energy_wood_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_LEP,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_wood_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_agriculture_and_livestock_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_agriculture_and_livestock_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_agriculture_and_livestock_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_agriculture_and_livestock_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_agriculture_and_livestock_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_agriculture_and_livestock_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_agriculture_and_livestock_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_agriculture_and_livestock_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solar,frac_inen_energy_agriculture_and_livestock_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_agriculture_and_livestock_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_cement_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_cement_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_cement_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_cement_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_cement_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_cement_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Hydrogen,frac_inen_energy_cement_hydrogen
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_cement_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_cement_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_cement_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_chemicals_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_chemicals_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_chemicals_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_chemicals_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_chemicals_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_chemicals_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Hydrogen,frac_inen_energy_chemicals_hydrogen
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_chemicals_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_chemicals_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solar,frac_inen_energy_chemicals_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_chemicals_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_electronics_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_electronics_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_electronics_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_electronics_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_electronics_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_electronics_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_electronics_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_electronics_oil
